股票代码,股票简称,信号日期,信号来源,信号级别,net_profit_positive_3y_latest,pe,pe_lt_30,revenue_growth_yoy,profit_growth_yoy,growth_positive,peg_like_ratio,peg_like_lt_1,error_reason
000062,深圳华强,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,128.7061,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000409,云鼎科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,52.0185,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000545,金浦钛业,2025-05-26,ChanBreakoutStrategyV8,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-244000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000637,茂化实华,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-83383100.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000681,视觉中国,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,118.7058,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000767,晋控电力,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,275.8331,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000777,中核科技,2025-05-26,ChanBreakoutStrategyV8,Daily,True,33.3292,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
000966,长源电力,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,19.7456,True,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
001255,博菲电气,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,45.2954,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
001316,润贝航科,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,13.2181,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
001328,登康口腔,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,12.9817,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
001389,广合科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,10.9593,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002009,天奇股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-254999999.99999997).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002017,东信和平,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,30.9123,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002144,宏达高科,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,56.7120,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002194,武汉凡谷,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,141.3726,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002251,步步高,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,6.8964,True,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002255,海陆重工,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,16.7729,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002297,博云新材,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-67229800.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002317,众生药业,2025-05-26,ChanBreakoutStrategyV8,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-299000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002338,奥普光电,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,157.4643,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002376,新北洋,2025-05-26,ChanBreakoutStrategyV8,Daily,False,116.8169,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002383,合众思壮,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-222000000.00000003).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002392,北京利尔,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,21.9498,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002413,雷科防务,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-396000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002533,金杯电工,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,11.5884,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002564,天沃科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,199.8588,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002584,西陇科学,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,75.6096,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002586,*ST围海,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-151000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002598,山东章鼓,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,41.5824,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002605,姚记科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,17.2518,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002616,长青集团,2025-05-26,ChanBreakoutStrategyV8,Daily,True,13.6053,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002640,跨境通,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-479000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002658,雪迪龙,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,14.8965,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002689,远大智能,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,224.1220,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002785,万里石,2025-05-26,ChanBreakoutStrategyV8,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-54441000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002819,东方中科,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-209000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002825,纳尔股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,22.3052,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002835,同为股份,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,11.9542,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002836,新宏泽,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,33.3600,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002847,盐津铺子,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,34.2716,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002860,星帅尔,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,30.2006,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002892,科力尔,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,109.6936,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002909,集泰股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,124.9197,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002922,伊戈尔,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,20.7549,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002949,华阳国际,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,16.9725,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002973,侨银股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,8.9327,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
002981,朝阳科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,25.3636,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
003003,天元股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,22.3588,True,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
003006,百亚股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,47.4932,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
003017,大洋生物,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,26.6886,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
003036,泰坦股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,33.4354,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
003039,顺控发展,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,32.3727,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300032,金龙机电,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-121000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300040,九洲集团,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-545000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300047,天源迪科,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,348.6242,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300049,福瑞股份,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,65.7189,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300091,金通灵,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-1314000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300092,科新机电,2025-05-26,ChanBreakoutStrategyV8,Daily,True,16.6263,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300132,青松股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,58.6227,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300209,*ST有树,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,48.2153,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300322,硕贝德,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-64459000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300368,ST汇金,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-270000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300402,宝色股份,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,63.0092,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300476,胜宏科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,59.4388,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300493,润欣科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,285.5925,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300494,盛天网络,2025-05-26,ChanBreakoutStrategyV8,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-261000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300531,优博讯,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-150000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300656,民德电子,2025-05-26,ChanBreakoutStrategyV8,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-113999999.99999999).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300678,中科信息,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,1046.9852,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300698,万马科技,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,101.6219,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300730,科创信息,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-63823000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300758,七彩化学,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,45.4186,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300771,智莱科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,59.2149,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300804,广康生化,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,21.0565,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300824,北鼎股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,54.3049,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300860,锋尚文化,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,False,71.0187,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300875,捷强装备,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-278000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300884,狄耐克,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-12887600.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300911,亿田智能,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,242.0946,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300918,南山智尚,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,47.0455,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300923,研奥股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,42.3451,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300947,德必集团,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,93.6236,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
300994,久祺股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,15.7399,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301008,宏昌科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,47.9429,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301042,安联锐视,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,31.6245,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301057,汇隆新材,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,42.8153,False,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301066,万事利,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,87.0061,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301088,戎美股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,24.6999,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301196,唯科科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,18.2430,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301225,恒勃股份,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,12.9160,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301302,华如科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-354000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301307,美利信,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,False,,,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PE not calculated: Invalid or non-positive annual profit for PE (-164000000.0).; PEG-like not calc: PE is NaN.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301311,昆船智能,2025-05-26,AdaptedMAPullbackStrategy,Daily,False,253.6295,False,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301339,通行宝,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,True,13.2583,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301370,国科恒泰,2025-05-26,RefactoredMultiLevelCrossStrategy,daily,False,26.1489,True,,,,,,3Y Profit: Not all checked recent/annual profits were positive.; PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301376,致欧科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,11.2772,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301525,儒竞科技,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,23.0818,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
301535,浙江华远,2025-05-26,AdaptedMAPullbackStrategy,Daily,True,11.6449,True,,,,,,PEG-like not calc: Profit growth invalid or not positive for PEG (nan).; YoY growths not calc: Missing current period or previous year's same period report.
